PhraseId,Obs,features
4696,upscale audiences hungry quality nostalgic twisty yarn keep guessing,3
4697,upscale audiences,2
4698,upscale,3
4700,hungry quality nostalgic twisty yarn keep guessing,3
4706,nostalgic twisty yarn keep guessing,3
4724,contrived exercise,2
4729,punch lines miss unfortunately outnumber hits three one,1
4730,punch lines miss,1
4743,outnumber hits,2
4744,outnumber,2
4749,like smoke signals film also imbued strong themes familial ties spirituality powerful moving without stooping base melodrama,3
4750,like smoke signals,2
4751,smoke signals,3
4753,signals,2
4756,also imbued strong themes familial ties spirituality powerful moving without stooping base melodrama,3
4757,imbued strong themes familial ties spirituality powerful moving without stooping base melodrama,3
4758,imbued,2
4763,strong themes,3
4768,spirituality powerful moving without stooping base melodrama,4
4773,powerful moving,4
4776,without stooping base melodrama,2
4777,stooping base melodrama,1
4778,stooping,1
4781,base,2
4786,style flash double cross made mamet house games last fall heist much fun,4
4798,mamet house games last fall heist much fun,4
4799,mamet house games last fall heist,2
4806,last fall heist,2
4813,film aims funny uplifting moving sometimes,3
4828,brief minutes need x less blab,2
4840,x less blab,2
4844,less blab,1
4850,spalding,2
4851,gray equivalent,2
4868,dialogue preposterous moments,1
4874,uneven lot,2
4878,result might look like vulgar,2
4883,look like vulgar,2
4884,like vulgar,2
4889,rehashes several old themes capped pointless extremes,1
4892,rehashes,1
4893,several old themes,1
4895,old themes,2
4899,capped,2
4909,insanely,2
4938,plays dramatic,3
4941,even dramatic things happen people,2
4944,dramatic things,2
4945,happen people,2
4948,manages please intended audience children without placing parents coma like state,3
4953,please intended audience children,2
4954,intended audience children,3
4960,without placing parents coma like state,3
4961,placing parents coma like state,2
4962,placing parents,3
4968,coma like,2
4970,movie generates plot points degree randomness usually achieved lottery drawing,1
4973,generates plot points,3
4974,generates,2
4982,randomness,2
4983,usually achieved lottery drawing,2
4984,achieved lottery drawing,2
4989,lottery,2
4991,though film never veers comic course unintentional parallels might inadvertently evoke memories emotions anything humorous,2
4992,though film never veers comic course,2
4993,film never veers comic course,3
4994,never veers comic course,3
4995,veers comic course,1
5006,parallels,2
5011,might inadvertently,2
5013,evoke memories emotions anything,3
5015,memories emotions anything,2
5016,memories emotions,2
5022,film depress life,1
5030,saw tv probably turn convinced already seen movie,1
5042,probably turn convinced,2
5062,get impression,2
5069,director burr steers,2
5070,knows territory,2
5073,sense humor yet lose smug self satisfaction usually associated better private schools,2
5078,yet lose smug self satisfaction usually associated better private schools,2
5083,smug self satisfaction usually associated better private schools,1
5087,self satisfaction,2
5088,usually associated better private schools,2
5089,associated better private schools,2
5094,private schools,2
5096,schools,2
5103,horror flick,2
5104,movie heavy handed screenplay navigates fast fade pomposity pretentiousness,2
5105,movie heavy handed screenplay,1
5106,heavy handed screenplay,2
5110,navigates fast fade,2
5111,navigates,2
5120,pretentiousness,1
5121,little weak n funny,1
5137,fit well together,3
5138,well together,3
5140,neither well told,1
5144,latently gay liking read hardly enough,2
5145,latently gay liking read,2
5149,latently,2
5150,liking read,2
5151,liking,3
5163,sophisticated literate pictures,3
5164,sophisticated literate,2
5176,little catch,3
5178,storytelling feels slight,1
5182,monte cristo smartly emphasizes well wrought story omits needless chase scenes swordfights revenge unfolds,4
5186,smartly emphasizes well wrought story omits needless chase scenes swordfights revenge unfolds,3
5195,omits needless chase scenes swordfights revenge unfolds,2
5196,omits,1
5197,needless chase scenes swordfights revenge unfolds,1
5199,chase scenes swordfights revenge unfolds,2
5200,chase scenes swordfights,2
5202,scenes swordfights,2
5204,swordfights,2
5224,renowned,3
5225,indian film culture,2
5231,americans finally revel splendor,3
5235,revel splendor,3
5236,revel,2
5242,well done supernatural thriller keen insights parapsychological phenomena soulful nuances,4
5243,well done supernatural thriller keen insights,3
5244,well done supernatural thriller,4
5246,supernatural thriller,3
5256,parapsychological,3
5257,phenomena,2
5265,grieving,2
5274,save us,2
5282,super wealthy megalomaniac bent world domination destruction,1
5283,super wealthy megalomaniac bent,2
5284,super wealthy,2
5285,megalomaniac bent,2
5286,megalomaniac,2
5290,domination destruction,1
5304,ruthlessly pained,1
5305,ruthlessly,2
5306,pained,1
5307,depraved,0
5308,movie equivalent staring open wound,0
5318,damon brings proper conviction role lrb jason bourne rrb,3
5322,brings proper conviction,3
5326,proper,2
5332,lrb jason bourne rrb,2
5333,jason bourne rrb,2
5341,beware,2
5345,movie penance,2
5346,penance,2
5347,rich luscious cares,3
5362,singularly,2
5363,putting romantic comedy,1
5367,director boris von sychowski instead opts routine slasher film probably fun make sit,2
5368,director boris von sychowski,2
5369,boris von sychowski,2
5370,boris,2
5371,von sychowski,2
5372,von,2
5373,sychowski,2
5374,instead opts routine slasher film probably fun make sit,0
5378,opts,2
5384,slasher film,1
5399,would nice screenwriters trusted audiences understand complex story left film predictable denouement,0
5414,trusted audiences,3
5415,trusted,2
5421,left film predictable denouement,1
5424,film predictable denouement,1
5427,predictable denouement,1
5441,plagued old familiar feeling let get thing,1
5442,plagued,2
5460,everyone shown appointed time place,2
5470,appointed,2
5471,visible enthusiasm mighty hard find,2
5472,visible enthusiasm,3
5475,mighty hard find,2
5480,earnest roughshod document serves workable primer region recent history would make terrific th grade learning tool,3
5485,roughshod,2
5499,workable,2
5507,would make terrific th grade learning tool,2
5508,make terrific th grade learning tool,3
5512,th grade learning tool,2
5513,th grade,2
5514,learning tool,2
5516,tool,2
5519,cloaks,2
5520,familiar anti feminist equation lrb career kids misery rrb tiresome romantic comedy duds,0
5521,familiar anti feminist equation lrb career kids misery rrb,3
5524,familiar anti feminist,2
5525,anti feminist,1
5527,lrb career kids misery rrb,2
5528,career kids misery rrb,1
5529,career kids misery,1
5532,kids misery,1
5539,romantic comedy duds,0
5541,duds,1
5542,film plays things nice n safe often play like milquetoast movie week blown big screen,1
5543,film plays things nice,3
5546,things nice,3
5551,safe often play like milquetoast movie week blown big screen,1
5556,play like milquetoast movie week blown big screen,1
5558,like milquetoast movie week blown big screen,1
5559,milquetoast movie week blown big screen,1
5562,milquetoast,1
5567,blown big screen,2
5569,work transcends boy meets girl posturing typical love stories,3
5574,boy meets girl posturing typical love stories,2
5577,boy meets girl,2
5584,even predictable cliche ridden endeavor predecessor,1
5597,plays like bad blend overripe episode tv dawson creek recycled dumbed version love story,0
5600,bad blend overripe episode tv dawson creek recycled dumbed version love story,0
5610,overripe,2
5618,creek,2
5619,recycled dumbed version love story,0
5627,script covers huge heavy topics bland surfacey way n offer insight instance good things happen bad people,1
5632,huge heavy topics bland surfacey way n offer insight instance good things happen bad people,0
5633,huge heavy topics,2
5637,topics,2
5642,bland surfacey,1
5648,offer insight instance good things happen bad people,2
5649,offer insight,2
5661,good things,3
5662,happen bad people,2
5665,film bad n improve upon experience staring blank screen,0
5672,improve upon experience staring blank screen,2
5674,upon experience staring blank screen,2
5675,experience staring blank screen,0
5682,blank,2
5686,threw loads money,2
5688,loads money,2
5689,loads,2
5703,even made teenage boys wrestling fans,2
5712,boys wrestling fans,2
5716,wrestling,2
5735,less interesting,2
5736,sloppily,1
5737,made film could possibly come road,2
5738,film could possibly come road,2
5739,could possibly come road,2
5742,come road,2
5749,though film well intentioned one could rent original get love story parable,3
5750,though film well intentioned,3
5751,film well intentioned,3
5758,rent original get love story parable,2
5762,get love story parable,3
5768,jolting charleston rhythms story sizzle old news finally found right vent lrb accurate,2
5769,jolting charleston rhythms,2
5773,charleston,2
5780,sizzle old news,1
5789,found right vent lrb accurate,2
5791,right vent lrb accurate,2
5793,vent lrb accurate,2
5794,vent lrb,1
5795,vent,2
5798,williams plays sy another open faced smiling madmen like killer insomnia,2
5801,sy another open faced smiling madmen like killer insomnia,2
5806,another open faced smiling madmen,3
5810,open faced,3
5814,madmen,2
5815,like killer insomnia,2
5816,killer insomnia,1
5821,phoned business usual,1
5822,phoned business,1
5823,phoned,2
5827,lackadaisical plotting mindless action benjamins evokes bottom tier blaxploitation flicks,1
5832,plotting mindless action,1
5833,plotting mindless,0
5846,bottom tier blaxploitation flicks,1
5849,tier,2
5852,blaxploitation,1
5857,ah yes would fighting urge doze,0
5877,thoughtless random superficial humour lot bad scouse accents,0
5878,thoughtless random superficial humour lot,1
5883,random superficial humour,1
5892,scouse accents,2
5893,scouse,2
5894,era big stars high production values standard procedure narc strikes defiantly retro chord outpaces contemporaries daring verve,3
5900,big stars high production values,3
5903,high production values,3
5909,procedure,2
5922,retro chord,2
5925,outpaces contemporaries daring verve,3
5926,outpaces contemporaries,2
5927,outpaces,2
5935,rip roaring comedy action fest put hairs chest,3
5938,rip roaring,3
5939,comedy action,2
5947,put hairs,2
5949,hairs,2
5961,heart well,3
5964,miyazaki one world cinema wondrously gifted artists storytellers,4
5975,wondrously gifted artists,4
5978,gifted artists,3
5981,storytellers,3
5993,quest president,2
6003,single handedly turned plane full hard bitten cynical journalists essentially campaign end extended publicity department,3
6004,single handedly,2
